#all genus associated with D015179: Colorectal Neoplasms; Tumors or cancer of the COLON or the RECTUM or both. Risk factors for colorectal cancer include chronic ULCERATIVE COLITIS; FAMILIAL POLYPOSIS COLI; exposure to ASBESTOS; and irradiation of the CERVIX UTERI.
#in total 1697 valid runs were included in GMrepo.
#please consult our web site for more details.
phenotype	taxonomy rank level	NCBI taxon id	scientific name	super kingdom	Nr. runs in which the species/genus can be found	mean relative abundance	median relative abundance	SD of relative abundance
D015179	genus	12916	Acidovorax	Bacteria	78	0.19408441175641	0.02073265	0.346516833018035	
D015179	genus	12960	Azoarcus	Bacteria	2	0.00547203	0.00547203	0.00243007144849694	
D015179	genus	13034	Dactylococcopsis	Bacteria	3	0.001656672	0.000929634	0.00171685138218892	
D015179	genus	13075	Globicatella	Bacteria	8	0.4461609461875	0.00309209	1.01799746430587	
D015179	genus	13134	Magnetospirillum	Bacteria	4	0.00572974	0.003397155	0.00569059594596207	
D015179	genus	13242	Rarobacter	Bacteria	1	0.000116126	0.000116126		
D015179	genus	13275	Suttonella	Bacteria	15	0.0053883294	0.00231782	0.0105398751184011	
D015179	genus	13334	Anaerobiospirillum	Bacteria	84	0.045882511547619	0.006407105	0.149201896225107	
D015179	genus	13687	Sphingomonas	Bacteria	126	0.461233675484127	0.005877005	1.37373563962345	
D015179	genus	13724	Thiocystis	Bacteria	2	0.0003311905	0.0003311905	0.000188976408592448	
D015179	genus	28033	Sulfobacillus	Bacteria	7	0.0012953964	0.00168927	0.000929101506690731	
D015179	genus	28048	Acidothermus	Bacteria	8	0.0020710966125	0.001844425	0.00186486654396868	
D015179	genus	28050	Lachnospira	Bacteria	47	1.06314228410638	0.531365	1.29415821819914	
D015179	genus	28063	Heliobacillus	Bacteria	4	0.00090396475	0.000559005	0.00102157992962906	
D015179	genus	28065	Rhodoferax	Bacteria	8	0.0011305266125	0.0005580475	0.00115044629499225	
D015179	genus	28067	Rubrivivax	Bacteria	26	0.00431818488076923	0.00186283	0.00578967525676122	
D015179	genus	28070	Gloeothece	Bacteria	2	0.0015001905	0.0015001905	0.00182251045285905	
D015179	genus	28100	Phyllobacterium	Bacteria	10	0.0053023	0.00296742	0.00554422947696472	
D015179	genus	28105	Sinorhizobium	Bacteria	6	0.00330178081666667	0.002419995	0.00330790201431281	
D015179	genus	28138	Rikenella	Bacteria	22	0.0510896665227273	0.001328265	0.190888629188044	
D015179	genus	28186	Acetohalobium	Bacteria	3	0.00249543733333333	0.000309878	0.0038831726675554	
D015179	genus	28194	Thermonema	Bacteria	1	0.024433	0.024433		
D015179	genus	28196	Arcobacter	Bacteria	33	0.0376619227272727	0.00541829	0.138461197673511	
D015179	genus	28209	Chelatococcus	Bacteria	2	0.04301428	0.04301428	0.0577253974732162	
D015179	genus	28222	Desulfobacula	Bacteria	4	0.00064014425	0.000627536	0.000206736951974202	
D015179	genus	28228	Colwellia	Bacteria	10	0.00252798216	0.002728335	0.00191287988492017	
D015179	genus	28231	Geobacter	Bacteria	106	0.0062779395	0.00318304	0.00831677408976378	
D015179	genus	28236	Petrotoga	Bacteria	8	0.0008762338625	0.0006165075	0.000906020996527931	
D015179	genus	28250	Ornithobacterium	Bacteria	8	0.00723059635	0.002817645	0.0128647549775462	
D015179	genus	28253	Marinomonas	Bacteria	19	0.00298432667894737	0.00259168	0.0020497710722052	
D015179	genus	28261	Thermodesulfovibrio	Bacteria	33	0.002099364	0.00201114	0.00143736414996614	
D015179	genus	28263	Arcanobacterium	Bacteria	9	0.00210775183333333	0.000474512	0.00246542190647057	
D015179	genus	28453	Sphingobacterium	Bacteria	40	0.0401149833475	0.00407112	0.0873013420382447	
D015179	genus	28884	Hydrogenovibrio	Bacteria	4	0.000428736925	0.00040812	0.000334433547448651	
D015179	genus	28895	Thermoanaerobacterium	Bacteria	4	0.0159110975	0.0184194	0.00909536224094593	
D015179	genus	29287	Natronococcus	Archaea	2	0.00738919	0.00738919	0.000415920208693927	
D015179	genus	29330	Alicyclobacillus	Bacteria	32	0.0117160254375	0.003663105	0.0291671918349488	
D015179	genus	29331	Amphibacillus	Bacteria	3	0.00101974533333333	0.000774695	0.000589130610493406	
D015179	genus	29393	Dolosigranulum	Bacteria	37	0.00730145381081081	0.00305689	0.0104602970269382	
D015179	genus	29404	Microlunatus	Bacteria	6	0.111036873333333	0.00537076	0.220461834477183	
D015179	genus	29407	Rhodoplanes	Bacteria	8	0.12273278285	0.0006578925	0.339246139018902	
D015179	genus	29465	Veillonella	Bacteria	958	1.28389372215658	0.127514	3.6861689646715	
D015179	genus	29487	Photorhabdus	Bacteria	126	0.0136262560698413	0.00623772	0.0191493941098762	
D015179	genus	29521	Brachyspira	Bacteria	23	1.27836448504348	0.0175	5.92097209937401	
D015179	genus	29526	Syntrophobacter	Bacteria	40	0.00598961479	0.00307268	0.00677019252323377	
D015179	genus	29548	Rhodothermus	Bacteria	5	0.00144140858	0.000413488	0.00261586717130353	
D015179	genus	29574	Taylorella	Bacteria	9	0.00359124521111111	0.00263463	0.00320692432737898	
D015179	genus	29580	Janthinobacterium	Bacteria	37	0.102758032756757	0.00470478	0.222355616826389	
D015179	genus	31980	Acetitomaculum	Bacteria	1	1.05569e-05	1.05569e-05		
D015179	genus	31983	Helcococcus	Bacteria	16	0.01969780024375	0.002260015	0.0716882667390178	
D015179	genus	31988	Aminobacter	Bacteria	7	0.01466573	0.0105513	0.0119873289301871	
D015179	genus	32008	Burkholderia	Bacteria	73	0.0148253369273973	0.00323609	0.0356563153838636	
D015179	genus	32012	Thiomonas	Bacteria	17	0.00418957458823529	0.00257566	0.00498563598739021	
D015179	genus	32014	Iodobacter	Bacteria	1	1.05569e-05	1.05569e-05		
D015179	genus	32067	Leptotrichia	Bacteria	164	0.237752494810976	0.00478574	1.65474523871527	
D015179	genus	32068	Sebaldella	Bacteria	3	0.00400446333333333	0.00401814	0.000743999285909155	
D015179	genus	32199	Buchnera	Bacteria	121	0.00639917683140496	0.00437848	0.00523698265445672	
D015179	genus	32205	Leptonema	Bacteria	11	0.00262242818181818	0.00233705	0.0011939950915378	
D015179	genus	32207	Rothia	Bacteria	369	0.109819597552846	0.00912	0.574101846268082	
D015179	genus	32257	Kingella	Bacteria	8	0.00580907	0.00303811	0.00816720828941304	
D015179	genus	32636	Halothermothrix	Bacteria	39	0.0047159211025641	0.00270915	0.00540198881867214	
D015179	genus	33001	Desulfurella	Bacteria	1	0.000998452	0.000998452		
D015179	genus	33024	Phascolarctobacterium	Bacteria	294	2.01059311180272	1.627885	1.95513237768815	
D015179	genus	33042	Coprococcus	Bacteria	1352	1.75425415289423	0.531435	3.30031212156343	
D015179	genus	33055	Kinetoplastibacterium	Bacteria	5	0.00360368278	0.000774695	0.00476670609729465	
D015179	genus	33057	Thauera	Bacteria	17	0.00445064047058824	0.00353243	0.00549983839526946	
D015179	genus	33071	Gloeobacter	Bacteria	7	0.0209954102857143	0.00296073	0.031499771442016	
D015179	genus	33870	Coriobacterium	Bacteria	50	0.005180351914	0.00329739	0.00498965354091689	
D015179	genus	33877	Agromyces	Bacteria	26	0.09526991515	0.0196864	0.171199797735094	
D015179	genus	33882	Microbacterium	Bacteria	47	0.0740110541914894	0.00303674	0.372193925270314	
D015179	genus	33886	Rathayibacter	Bacteria	7	0.00347648638571429	0.0027552	0.00346459168619614	
D015179	genus	33926	Candidatus Phytoplasma	Bacteria	7	0.0850680281285714	0.00234291	0.104606442831618	
D015179	genus	33951	Acetobacterium	Bacteria	54	0.00375440831296296	0.00291826	0.00265422770834403	
D015179	genus	33969	Melissococcus	Bacteria	3	0.0146910266666667	0.0176631	0.0101772641123306	
D015179	genus	33973	Acidobacterium	Bacteria	5	0.00105839654	0.0010574	0.000647774696491425	
D015179	genus	33976	Caryophanon	Bacteria	1	0.00246348	0.00246348		
D015179	genus	33981	Kineococcus	Bacteria	6	0.00174917783333333	0.000707023	0.00205464488861325	
D015179	genus	33983	Luteococcus	Bacteria	1	1.05569e-05	1.05569e-05		
D015179	genus	33986	Exiguobacterium	Bacteria	40	0.012333467175	0.003086245	0.0274515997227162	
D015179	genus	33993	Neorickettsia	Bacteria	5	0.00035801894	0.000211481	0.00030429599056448	
D015179	genus	34008	Rhodovulum	Bacteria	5	0.000899149	0.000506362	0.000973658538311558	
D015179	genus	34016	Rhodobium	Bacteria	1	7.38985e-05	7.38985e-05		
D015179	genus	34019	Candidatus Liberibacter	Bacteria	9	0.00222077666666667	0.00138295	0.00156626067478054	
D015179	genus	34037	Rahnella	Bacteria	67	0.00427457280298508	0.00306495	0.00494860952981324	
D015179	genus	34067	Cycloclasticus	Bacteria	4	0.00132276675	0.0007774445	0.00142436504268004	
D015179	genus	34069	Telluria	Bacteria	3	0.01013974	0.0141902	0.00711803803549827	
D015179	genus	34072	Variovorax	Bacteria	12	0.0169971005833333	0.00489978	0.0201362824684314	
D015179	genus	34084	Riemerella	Bacteria	18	0.0231567955	0.00372149	0.0398698395808135	
D015179	genus	34093	Simkania	Bacteria	5	0.00621378	0.00545316	0.00332647889036591	
D015179	genus	34096	Brevinema	Bacteria	4	0.00236419	0.00218799	0.00118075769306549	
D015179	genus	34098	Blattabacterium	Bacteria	24	0.00400656795833333	0.002581755	0.00454115922505521	
D015179	genus	34100	Filibacter	Bacteria	1	2.11139e-05	2.11139e-05		
D015179	genus	34102	Sphaerotilus	Bacteria	2	0.0018671055	0.0018671055	0.00220752302414731	
D015179	genus	34104	Streptobacillus	Bacteria	13	0.00231082376153846	0.00120009	0.00253495613930186	
D015179	genus	35750	Sporichthya	Bacteria	3	0.000993662666666667	0.00126889	0.000595915535123337	
D015179	genus	35753	Dactylosporangium	Bacteria	4	0.001459695725	0.001125588	0.00154014458756318	
D015179	genus	35798	Nitrosospira	Bacteria	11	0.00210439326363636	0.00175973	0.00191039164009905	
D015179	genus	35829	Acetivibrio	Bacteria	5	0.07314115578	0.000724522	0.140002037532121	
D015179	genus	35832	Bilophila	Bacteria	1088	0.38238461833364	0.1784485	0.58066095355839	
D015179	genus	35836	Desulfacinum	Bacteria	14	0.00252081542142857	0.002530665	0.0014387441403468	
D015179	genus	35838	Holophaga	Bacteria	18	0.00293447355	0.002567295	0.00215500410196389	
D015179	genus	36739	Dermabacter	Bacteria	3	0.41746597	0.00463371	0.717021468751767	
D015179	genus	36853	Desulfitobacterium	Bacteria	84	0.0158185737380952	0.006103315	0.0256483568315391	
D015179	genus	36866	unclassified Enterobacteriaceae (miscellaneous)	Bacteria	12	0.0715116666666667	0.03753	0.0872713881920627	
D015179	genus	37452	unclassified Bacteroidetes (miscellaneous)	Bacteria	4	0.0102425	0.01111	0.00545349047247112	
D015179	genus	37817	Desulfuromusa	Bacteria	1	0.00405745	0.00405745		
D015179	genus	37914	Dietzia	Bacteria	16	0.701438315	0.003998575	2.5819268366148	
D015179	genus	38501	Blastococcus	Bacteria	3	0.000939085666666667	0.000845923	0.000792222065114532	
D015179	genus	39643	Sorangium	Bacteria	4	0.04577378075	0.0019100805	0.0887281027061129	
D015179	genus	39773	Methylomicrobium	Bacteria	5	0.0040305438	0.00108457	0.00537409917933882	
D015179	genus	39779	unclassified Clostridiales (miscellaneous)	Bacteria	223	0.219024932735426	0.02379	0.848280334171036	
D015179	genus	39948	Dialister	Bacteria	904	2.18353120072124	0.4199795	3.86490007677438	
D015179	genus	40136	Oligotropha	Bacteria	1	0.000634443	0.000634443		
D015179	genus	40222	Methylophaga	Bacteria	23	0.00288828747826087	0.00292039	0.001696952384564	
D015179	genus	40323	Stenotrophomonas	Bacteria	52	0.360866953	0.00827781	1.21063694023583	
D015179	genus	40544	Sutterella	Bacteria	616	0.735566589939935	0.24246	1.21483830081126	
D015179	genus	41201	Ewingella	Bacteria	2	0.0009396695	0.0009396695	0.00117959623948218	
D015179	genus	41273	Tissierella	Bacteria	43	0.131379236465116	0.00305083	0.649289513471071	
D015179	genus	41275	Brevundimonas	Bacteria	112	0.210976209178571	0.004372895	0.928061299175723	
D015179	genus	41707	Lawsonia	Bacteria	8	0.007335507125	0.00227182	0.0113111425724877	
D015179	genus	42054	Chromohalobacter	Bacteria	8	0.003249259125	0.00241267	0.00366727157573098	
D015179	genus	42255	Rubrobacter	Bacteria	44	0.601310615788636	0.0550045	1.24496633099106	
D015179	genus	42417	Halobacteroides	Bacteria	20	0.0026204875	0.002509995	0.00169417034954711	
D015179	genus	42418	Halanaerobacter	Bacteria	1	0.00184807	0.00184807		
D015179	genus	42447	Anaerobranca	Bacteria	41	0.028413504704878	0.00731128	0.0540906871450765	
D015179	genus	42837	Ammonifex	Bacteria	4	0.00081494045	0.0006623805	0.00081394125512284	
D015179	genus	43668	Brachybacterium	Bacteria	13	0.0932203345153846	0.00768329	0.169770408109835	
D015179	genus	43673	Jonesia	Bacteria	2	0.0003525025	0.0003525025	6.0280145989372e-05	
D015179	genus	43676	Promicromonospora	Bacteria	1	0.118598	0.118598		
D015179	genus	43773	Syntrophus	Bacteria	17	0.00718850658823529	0.0028299	0.00979271133461727	
D015179	genus	43947	Tolumonas	Bacteria	27	0.00489368764444444	0.00345316	0.00583643668803501	
D015179	genus	43988	Cyanothece	Bacteria	4	0.00415967625	0.0017412	0.00571784628155767	
D015179	genus	43994	Johnsonella	Bacteria	2	0.002865985	0.002865985	0.0015081951246606	
D015179	genus	43996	Catonella	Bacteria	64	0.30403516021875	0.003114315	1.32899213791552	
D015179	genus	44000	Caldicellulosiruptor	Bacteria	16	0.00377080434375	0.001538225	0.00493550721443034	
D015179	genus	44011	Ferrimonas	Bacteria	8	0.0022298603625	0.0020774525	0.00209366578904884	
D015179	genus	44013	Polynucleobacter	Bacteria	4	0.00105248925	0.0009377485	0.000959738982495892	
D015179	genus	44249	Paenibacillus	Bacteria	232	0.0932786390344828	0.008400085	0.33332917564581	
D015179	genus	44259	Filifactor	Bacteria	46	0.406187719869565	0.04373195	1.48228990114836	
D015179	genus	44260	Moorella	Bacteria	26	0.00593223123076923	0.00243643	0.016295742078405	
D015179	genus	44261	Oxobacter	Bacteria	26	0.00241740034615385	0.00239863	0.00162213677954377	
D015179	genus	44262	Oxalophagus	Bacteria	1	0.000116126	0.000116126		
D015179	genus	44471	Microcoleus	Bacteria	4	0.001141907975	0.0013489025	0.000864345953440752	
D015179	genus	44474	Pleurocapsa	Bacteria	1	0.0032039	0.0032039		
D015179	genus	44675	Geothrix	Bacteria	31	0.0032612871516129	0.003233	0.00178587728738453	
D015179	genus	44748	Sporobacter	Bacteria	287	0.114816559644599	0.0167827	0.266815051946143	
D015179	genus	45247	Leucothrix	Bacteria	31	0.0079190423516129	0.00485413	0.00911176215281449	
D015179	genus	45654	Desulfonema	Bacteria	2	0.00018717845	0.00018717845	0.000234850738839385	
D015179	genus	45662	Desulfohalobium	Bacteria	4	0.0026476945	0.00226358	0.00268110388466909	
D015179	genus	45667	Halobacillus	Bacteria	8	0.004013116675	0.003694315	0.00323003589960656	
D015179	genus	45669	Salinicoccus	Bacteria	18	0.00423441144444444	0.002533645	0.00520131526752282	
D015179	genus	45989	Methanoculleus	Archaea	1	0.000774695	0.000774695		
D015179	genus	46123	Abiotrophia	Bacteria	90	0.0244038583888889	0.005672765	0.0657784134914459	
D015179	genus	46205	Pseudobutyrivibrio	Bacteria	68	0.00803999547058824	0.003425435	0.0188708762504376	
D015179	genus	46238	Entomoplasma	Bacteria	1	0.00177377	0.00177377		
D015179	genus	46239	Mesoplasma	Bacteria	8	0.0034332364625	0.002870025	0.00321006745542625	
D015179	genus	46254	Oenococcus	Bacteria	8	0.00193236	0.001167778	0.00185103283351693	
D015179	genus	46255	Weissella	Bacteria	98	0.124754406765306	0.00765233	0.314314909543513	
D015179	genus	46352	Agrococcus	Bacteria	1	3.16708e-05	3.16708e-05		
D015179	genus	46466	Halocella	Bacteria	1	0.000353243	0.000353243		
D015179	genus	46468	Orenia	Bacteria	32	0.0053189940625	0.0032085	0.00756175079479608	
D015179	genus	46913	Devosia	Bacteria	22	0.0169301447590909	0.00481606	0.0254083392058347	
D015179	genus	47054	Dethiosulfovibrio	Bacteria	1	0.000413488	0.000413488		
D015179	genus	47251	Leptolyngbya	Bacteria	9	0.00600291244444444	0.00454396	0.0049259280055842	
D015179	genus	47420	Hydrogenophaga	Bacteria	10	0.00522029008	0.003031155	0.00772856516566093	
D015179	genus	47494	Pedomicrobium	Bacteria	1	0.475748	0.475748		
D015179	genus	47670	Lautropia	Bacteria	34	0.0105252684117647	0.004171545	0.0185754677617438	
D015179	genus	48001	Desulfobotulus	Bacteria	5	0.0014769734	0.00161804	0.000453256004028408	
D015179	genus	48073	Microbulbifer	Bacteria	11	0.00325424014545455	0.00260913	0.00266392968282803	
D015179	genus	48075	Marinobacterium	Bacteria	18	0.00231097142777778	0.002646785	0.0015579773898455	
D015179	genus	48463	Prosthecobacter	Bacteria	36	0.0442059587194444	0.00540639	0.227953263067835	
D015179	genus	48736	Ralstonia	Bacteria	120	2.767628442125	0.77577	5.16259766205156	
D015179	genus	49082	Candidatus Arthromitus	Bacteria	13	0.00606144444615385	0.00101272	0.01079848531977	
D015179	genus	49184	Kineosporia	Bacteria	31	0.00950895599677419	0.00303674	0.0230212449693447	
D015179	genus	49279	Gelidibacter	Bacteria	3	0.0025739	0.00246348	0.000418696368744703	
D015179	genus	49894	Acetomicrobium	Bacteria	8	0.0016916769875	0.0013382275	0.00173285018720878	
D015179	genus	50709	Acidocella	Bacteria	6	0.362965388983333	0.2534	0.430365137551961	
D015179	genus	51194	Desulfofustis	Bacteria	3	0.0024888123	0.0030774	0.002242657945903	
D015179	genus	51196	Syntrophobotulus	Bacteria	4	0.0050982975	0.004959455	0.000442179418892	
D015179	genus	51228	Wigglesworthia	Bacteria	6	0.000985349483333333	0.0004512845	0.00114466911503124	
D015179	genus	51366	Salinivibrio	Bacteria	1	6.33416e-05	6.33416e-05		
D015179	genus	51514	Dehalobacterium	Bacteria	3	0.0466615666666667	0.0321888	0.0258441729088654	
D015179	genus	51668	Tetragenococcus	Bacteria	16	0.00342200210625	0.001894465	0.00651525313779257	
D015179	genus	52225	Mitsuokella	Bacteria	443	0.506147790681716	0.0337215	1.95621719491796	
D015179	genus	52605	Myxosarcina	Bacteria	2	0.00118890845	0.00118890845	0.00166644074325336	
D015179	genus	52784	Anaerofilum	Bacteria	175	0.0590709058342857	0.0137263	0.223096500104049	
D015179	genus	52959	Polaribacter	Bacteria	6	0.00397290666666667	0.001950225	0.00561623531778542	
D015179	genus	52972	Polaromonas	Bacteria	3	0.00498438666666667	0.00253777	0.00511754387457825	
D015179	genus	53244	Desulfonatronovibrio	Bacteria	2	0.00173546695	0.00173546695	0.00242446133400568	
D015179	genus	53246	Pseudoalteromonas	Bacteria	66	0.00605231609090909	0.00322425	0.00816087334080352	
D015179	genus	53335	Pantoea	Bacteria	218	0.0455982346697248	0.006021735	0.356713226490431	
D015179	genus	53357	Intrasporangium	Bacteria	1	0.000154939	0.000154939		
D015179	genus	53452	Lamprocystis	Bacteria	1	0.00438116	0.00438116		
D015179	genus	53457	Janibacter	Bacteria	4	0.0026836502	0.00332274	0.00181351769825317	
D015179	genus	53460	Nakamurella	Bacteria	4	0.00520792925	0.002093937	0.00733049393096406	
D015179	genus	53572	Deferribacter	Bacteria	4	0.00617614	0.00586896	0.00165531473818929	
D015179	genus	53634	Acidimicrobium	Bacteria	10	0.00527355538	0.002552815	0.00885571933114158	
D015179	genus	53945	Octadecabacter	Bacteria	5	0.002503149	0.00238971	0.00258384950001969	
D015179	genus	54253	Thermosphaera	Archaea	1	1.05569e-05	1.05569e-05		
D015179	genus	54298	Chroococcidiopsis	Bacteria	2	0.002929205	0.002929205	0.00018679639838605	
D015179	genus	54304	Planktothrix	Bacteria	1	0.000197564	0.000197564		
D015179	genus	55079	Aneurinibacillus	Bacteria	3	0.00137899896666667	0.00050902	0.0019544853305582	
D015179	genus	55080	Brevibacillus	Bacteria	31	0.237704155216129	0.00588582	0.616918217663884	
D015179	genus	55506	Schwartzia	Bacteria	38	0.0588264006842105	0.004938225	0.193449468506271	
D015179	genus	55968	Leucobacter	Bacteria	14	0.0204656001428571	0.008944375	0.0262548861033756	
D015179	genus	56106	Cylindrospermum	Bacteria	1	0.000211481	0.000211481		
D015179	genus	56112	Dehalobacter	Bacteria	59	0.0111891604050847	0.00515132	0.0148791944365561	
D015179	genus	56433	Couchioplanes	Bacteria	1	3.16708e-05	3.16708e-05		
D015179	genus	56688	Halorubrum	Archaea	4	0.0020025425	0.00203695	0.00035480203732739	
D015179	genus	56999	Amaricoccus	Bacteria	1	0.189904	0.189904		
D015179	genus	57479	Microvirgula	Bacteria	14	0.0502598135714286	0.0241373	0.0656014541230472	
D015179	genus	57493	Kocuria	Bacteria	40	0.46847360615	0.007315665	1.51530169186291	
D015179	genus	57494	Nesterenkonia	Bacteria	14	0.00512706221428571	0.003963525	0.00561400000141005	
D015179	genus	57499	Kytococcus	Bacteria	4	0.00133467375	0.000698009	0.00149906138471742	
D015179	genus	57665	Sulfurospirillum	Bacteria	10	0.0031229766	0.003186365	0.00203547353285237	
D015179	genus	57739	Vogesella	Bacteria	1	0.00013724	0.00013724		
D015179	genus	58050	Moritella	Bacteria	2	0.00209119	0.00209119	0.000561428642126495	
D015179	genus	58108	Actinocorallia	Bacteria	7	0.200884924571429	0.0284819	0.246985635742001	
D015179	genus	59613	Skermania	Bacteria	1	0.000459582	0.000459582		
D015179	genus	59732	Chryseobacterium	Bacteria	55	0.308367880945455	0.00468582	1.10738861731445	
D015179	genus	59734	Empedobacter	Bacteria	15	0.01611588992	0.00303674	0.0279116239670389	
D015179	genus	59735	Bergeyella	Bacteria	136	0.104633199794118	0.0108735	0.998829269012561	
D015179	genus	59738	Marinilabilia	Bacteria	14	0.00204675535714286	0.002356995	0.00132018872399189	
D015179	genus	59739	Flammeovirga	Bacteria	6	0.00366306911666667	0.00287016	0.00318447809063248	
D015179	genus	59740	Persicobacter	Bacteria	3	0.00110167133333333	0.000600046	0.00103461803062644	
D015179	genus	59753	Alcanivorax	Bacteria	36	0.00348414336111111	0.002595115	0.00409222266469806	
D015179	genus	60136	Sulfitobacter	Bacteria	2	0.0013672604	0.0013672604	0.00188880892608446	
D015179	genus	60892	Desulfobacca	Bacteria	2	0.00192789235	0.00192789235	0.00265180266953954	
D015179	genus	60919	Sanguibacter	Bacteria	15	0.00751809793333333	0.00187137	0.012780076075366	
D015179	genus	61170	Holdemania	Bacteria	682	0.0667412370131965	0.028275	0.137191760981267	
D015179	genus	61434	Dehalococcoides	Bacteria	11	0.00150313054545455	0.000845923	0.0013260825586318	
D015179	genus	61593	Thiorhodovibrio	Bacteria	6	0.00348453433333333	0.001787355	0.00442538235093067	
D015179	genus	63132	Geitlerinema	Bacteria	7	0.0013273484	0.00123951	0.00127126612147003	
D015179	genus	63742	Natrialba	Archaea	1	0.00177377	0.00177377		
D015179	genus	63743	Natronomonas	Archaea	2	0.00257155	0.00257155	0.000375007010334474	
D015179	genus	63958	Demetria	Bacteria	1	0.000678896	0.000678896		
D015179	genus	64001	Nevskia	Bacteria	5	0.00233274798	0.00354755	0.00184317589000862	
D015179	genus	64159	Desulfurobacterium	Bacteria	2	0.0002045225	0.0002045225	9.84080507377317e-06	
D015179	genus	64895	Borreliella	Bacteria	3	0.002584336	0.00232409	0.00174128835299269	
D015179	genus	64968	Marinospirillum	Bacteria	1	1.05569e-05	1.05569e-05		
D015179	genus	65502	Cryptosporangium	Bacteria	1	0.000924035	0.000924035		
D015179	genus	65551	Meiothermus	Bacteria	16	0.0015363385	0.001571145	0.00120129632946452	
D015179	genus	66831	Facklamia	Bacteria	21	0.261893091904762	0.00296	0.921208847438501	
D015179	genus	66848	Desulfonatronum	Bacteria	10	0.0056590879	0.000780385	0.0141607165324591	
D015179	genus	67572	Psychromonas	Bacteria	12	0.00163488781666667	0.00174192	0.00108166367937512	
D015179	genus	67575	Rheinheimera	Bacteria	17	0.00252477421764706	0.00234335	0.0015392466536633	
D015179	genus	68034	Sporotomaculum	Bacteria	3	0.00262496533333333	0.00299437	0.00155312220037746	
D015179	genus	68287	Mesorhizobium	Bacteria	25	0.08690335292	0.00659167	0.197846639084154	
D015179	genus	68288	Cyclobacterium	Bacteria	3	0.00296829866666667	0.000459582	0.00457401553821774	
D015179	genus	68335	Coprothermobacter	Bacteria	4	0.000598474675	0.0002889505	0.000799637082733342	
D015179	genus	69278	Aquamicrobium	Bacteria	1	0.00219722	0.00219722		
D015179	genus	69474	Orientia	Bacteria	11	0.00204101263636364	0.00201845	0.00128919193818929	
D015179	genus	69578	Cryobacterium	Bacteria	1	0.000732086	0.000732086		
D015179	genus	69894	Tindallia	Bacteria	4	0.002109824225	0.00247518	0.00153699668634974	
D015179	genus	69965	Macrococcus	Bacteria	3	0.0956883333333333	0.0128416	0.144419091590043	
D015179	genus	70411	Frateuria	Bacteria	5	0.0018054448	0.00190333	0.00143117931645643	
D015179	genus	70992	Flexithrix	Bacteria	3	0.00182189796666667	0.0025451	0.00156955845293203	
D015179	genus	70994	Lewinella	Bacteria	32	0.0101158875875	0.00276163	0.0236669186224142	
D015179	genus	71655	Brenneria	Bacteria	97	0.0203969849731959	0.0050317	0.139915868188357	
D015179	genus	71666	Waddlia	Bacteria	3	0.000187994666666667	0.000197564	2.94606270526161e-05	
D015179	genus	72021	Methylarcula	Bacteria	4	0.0074341375	0.003094955	0.00914302908154759	
D015179	genus	72763	Tessaracoccus	Bacteria	5	0.05245629938	0.0314797	0.073101777608788	
D015179	genus	73029	Dechloromonas	Bacteria	8	0.222722568375	0.00887831	0.442873675891109	
D015179	genus	73918	Thermaerobacter	Bacteria	11	0.00351298653636364	0.000973056	0.00726526121574947	
D015179	genus	74030	Roseovarius	Bacteria	2	0.0016033375	0.0016033375	0.000960678808453949	
D015179	genus	74317	Maricaulis	Bacteria	3	0.000432274666666667	0.000464817	0.000220250011928112	
D015179	genus	74968	Ferroplasma	Archaea	1	0.000154939	0.000154939		
D015179	genus	75309	Rhodanobacter	Bacteria	3	0.00168137666666667	0.000211481	0.00259505478415665	
D015179	genus	75687	Neptunomonas	Bacteria	19	0.00347757571052632	0.00320277	0.00118362112176745	
D015179	genus	75905	Thermocrinis	Bacteria	3	0.000465073666666667	0.000422962	0.00029086094984087	
D015179	genus	75984	Mannheimia	Bacteria	4	0.013244486925	0.00785756	0.0165320506867828	
D015179	genus	76023	Halothece	Bacteria	1	0.000634443	0.000634443		
D015179	genus	76632	Thermobacillus	Bacteria	4	0.00285096575	0.001063268	0.00404219495115103	
D015179	genus	76831	Myroides	Bacteria	11	0.0065602089	0.00342806	0.00865862755727126	
D015179	genus	76833	Actinobaculum	Bacteria	1	0.01585	0.01585		
D015179	genus	76890	Asticcacaulis	Bacteria	4	0.001396176475	0.0016034445	0.00115381629405276	
D015179	genus	77583	Craurococcus	Bacteria	1	0.00432844	0.00432844		
D015179	genus	78119	Succinispira	Bacteria	23	0.0038715282173913	0.00342818	0.00260641341946298	
D015179	genus	79206	Desulfosporosinus	Bacteria	98	0.0100089046122449	0.004557535	0.0146091734453265	
D015179	genus	79328	Chitinophaga	Bacteria	47	0.0387412448510638	0.00369614	0.0943781854282705	
D015179	genus	79598	Heliorestis	Bacteria	1	0.0018939	0.0018939		
D015179	genus	80841	unclassified Burkholderiales (miscellaneous)	Bacteria	193	0.0658633678756477	0.02465	0.13720035781262	
D015179	genus	80865	Delftia	Bacteria	51	0.0689095260196078	0.00410004	0.260013813486083	
D015179	genus	81411	Aminomonas	Bacteria	2	0.003258255	0.003258255	0.000851363635616415	
D015179	genus	81461	Thermanaerovibrio	Bacteria	15	0.00421116226	0.00205267	0.00455612749172272	
D015179	genus	81466	Aminobacterium	Bacteria	44	0.047203281975	0.00339065	0.13192128782336	
